dataset,relative_path,video_sha256,status,error,replay_selected,replay_status,replay_video,link2_status,link2_error,link2_depth_strategy,link2_depth_valid_frame_count,link2_depth_interpolated_frame_count,link2_depth_interpolated_frame_fraction,link2_depth_total_frame_count,link2_pdi_score,link2_grade,link2_scale_component,link2_trajectory_component,link2_rigidity_component,link2_vanishing_point_component,link2_sam3_tracked_fraction,link3_status,link3_error,link3_depth_strategy,link3_depth_valid_frame_count,link3_depth_interpolated_frame_count,link3_depth_interpolated_frame_fraction,link3_depth_total_frame_count,link3_pdi_score,link3_grade,link3_scale_component,link3_trajectory_component,link3_rigidity_component,link3_vanishing_point_component,link3_sam3_tracked_fraction,link4_status,link4_error,link4_depth_strategy,link4_depth_valid_frame_count,link4_depth_interpolated_frame_count,link4_depth_interpolated_frame_fraction,link4_depth_total_frame_count,link4_pdi_score,link4_grade,link4_scale_component,link4_trajectory_component,link4_rigidity_component,link4_vanishing_point_component,link4_sam3_tracked_fraction,link5_status,link5_error,link5_depth_strategy,link5_depth_valid_frame_count,link5_depth_interpolated_frame_count,link5_depth_interpolated_frame_fraction,link5_depth_total_frame_count,link5_pdi_score,link5_grade,link5_scale_component,link5_trajectory_component,link5_rigidity_component,link5_vanishing_point_component,link5_sam3_tracked_fraction,link6_status,link6_error,link6_depth_strategy,link6_depth_valid_frame_count,link6_depth_interpolated_frame_count,link6_depth_interpolated_frame_fraction,link6_depth_total_frame_count,link6_pdi_score,link6_grade,link6_scale_component,link6_trajectory_component,link6_rigidity_component,link6_vanishing_point_component,link6_sam3_tracked_fraction,link7_status,link7_error,link7_depth_strategy,link7_depth_valid_frame_count,link7_depth_interpolated_frame_count,link7_depth_interpolated_frame_fraction,link7_depth_total_frame_count,link7_pdi_score,link7_grade,link7_scale_component,link7_trajectory_component,link7_rigidity_component,link7_vanishing_point_component,link7_sam3_tracked_fraction,geometry_seconds,query_preparation_seconds,tracker_load_seconds,exact_group_model_seconds,exact_group_total_tracking_seconds,peak_gpu_memory_bytes,total_seconds
COSMOS2.5,0024.mp4,1c2a19a619b8fd119d6fd31766665845edbc86045f0623bb8011619408fb80a3,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.0988,A (Physical Realism) - physically consistent and tight,0.0334,0.1945,0.0383,0.0943,1.0,complete,,direct,93,0,0.0,93,0.3753,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4943,0.43,0.0281,0.3369,1.0,complete,,direct,93,0,0.0,93,0.2135,B (Minor Jitter) - slight geometric jitter,0.2038,0.2999,0.0601,0.7913,1.0,complete,,direct,93,0,0.0,93,0.3257,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4371,0.37,0.0143,0.6631,1.0,complete,,direct,93,0,0.0,93,0.2331,B (Minor Jitter) - slight geometric jitter,0.0979,0.4724,0.0247,0.0,1.0,complete,,direct,93,0,0.0,93,0.1976,B (Minor Jitter) - slight geometric jitter,0.0858,0.3841,0.0483,0.5847,1.0,371.86913878499763,1.5217379379901104,0.823511628957931,3.5398224919917993,3.5577277980046347,5754609152,384.742724945012
COSMOS2.5,0025.mp4,6dffcc49190a7c00911de5c7d0295455d5174be80eac81103cd832a4eb0ae0ef,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1278,B (Minor Jitter) - slight geometric jitter,0.0452,0.255,0.0389,0.0695,1.0,complete,,direct,93,0,0.0,93,0.261,B (Minor Jitter) - slight geometric jitter,0.4076,0.2395,0.011,0.2822,1.0,complete,,interpolation_fallback,89,4,0.043010752688172046,93,1.7193,F (Geometric Failure) - geometric coherence breaks down,3.7966,0.4261,0.151,0.4501,0.956989247311828,complete,,direct,93,0,0.0,93,0.2353,B (Minor Jitter) - slight geometric jitter,0.1861,0.3932,0.0182,0.7871,1.0,complete,,direct,93,0,0.0,93,0.1927,B (Minor Jitter) - slight geometric jitter,0.0527,0.2548,0.3483,0.5907,1.0,complete,,direct,93,0,0.0,93,0.1461,B (Minor Jitter) - slight geometric jitter,0.0847,0.2665,0.0281,0.5945,1.0,344.6413268150063,1.5852196299820207,1.1169851190061308,4.320268806011882,4.335748618002981,5754609152,363.88631985901156
COSMOS2.5,0026.mp4,4f5f363f9bc391554cfdb737e8d18803c040cf92aae5b01e947859ac18082e76,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1075,B (Minor Jitter) - slight geometric jitter,0.0351,0.2195,0.0286,0.1362,1.0,complete,,direct,93,0,0.0,93,0.207,B (Minor Jitter) - slight geometric jitter,0.2936,0.2129,0.0221,0.2713,1.0,failed,only 73/93 frames have valid target depths; need at least 75,unavailable,73,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.3537,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4817,0.3942,0.0167,0.4998,1.0,complete,,direct,93,0,0.0,93,0.4869,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2936,0.4237,1.0,0.0,1.0,complete,,direct,93,0,0.0,93,0.2671,B (Minor Jitter) - slight geometric jitter,0.2971,0.3378,0.066,0.0,1.0,380.37855935195694,1.5573166310205124,0.883696006028913,3.6075420510023832,3.6242425170494244,5754609152,392.93510955397505
COSMOS2.5,0027.mp4,4dee40b9a29f9fedda4bd94411c3ade6c568333e54d9119e0bfbfb3c405279b1,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1177,B (Minor Jitter) - slight geometric jitter,0.0513,0.2295,0.0267,0.2063,1.0,complete,,direct,93,0,0.0,93,0.2778,B (Minor Jitter) - slight geometric jitter,0.3825,0.3008,0.0225,0.429,1.0,complete,,direct,93,0,0.0,93,0.204,B (Minor Jitter) - slight geometric jitter,0.1071,0.3919,0.0219,0.8696,1.0,complete,,direct,93,0,0.0,93,0.2565,B (Minor Jitter) - slight geometric jitter,0.1155,0.5188,0.0142,0.9649,1.0,complete,,direct,93,0,0.0,93,0.1315,B (Minor Jitter) - slight geometric jitter,0.0544,0.2298,0.0891,0.622,1.0,complete,,direct,93,0,0.0,93,0.2059,B (Minor Jitter) - slight geometric jitter,0.2787,0.2128,0.0466,0.7662,1.0,341.9647766230046,1.601494247035589,1.0528434879961424,4.282711623993237,4.29981878696708,5754609152,361.88288886804366
COSMOS2.5,0028.mp4,fc7f4787a700e7271c30fb695458b3c8fa3c65c560ce6a892f103e809fd3aa37,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1071,B (Minor Jitter) - slight geometric jitter,0.0704,0.1843,0.0261,0.1065,1.0,complete,,direct,93,0,0.0,93,0.2703,B (Minor Jitter) - slight geometric jitter,0.4066,0.2611,0.016,0.2858,1.0,complete,,direct,93,0,0.0,93,0.1628,B (Minor Jitter) - slight geometric jitter,0.167,0.2175,0.045,0.6668,1.0,complete,,direct,93,0,0.0,93,0.294,B (Minor Jitter) - slight geometric jitter,0.3107,0.412,0.0247,0.6804,1.0,complete,,direct,93,0,0.0,93,0.2214,B (Minor Jitter) - slight geometric jitter,0.0916,0.4492,0.0256,0.6971,1.0,complete,,direct,93,0,0.0,93,0.2032,B (Minor Jitter) - slight geometric jitter,0.1478,0.3356,0.0493,0.5819,1.0,371.18327563797357,1.5472889899974689,0.8338787880493328,3.538840395049192,3.5546531950240023,5754609152,384.12393106298987
COSMOS2.5,0029.mp4,42dfef4b10eedbdebf508f0d0d74e5297704510ce494cefafe2b388ef4ef323f,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1286,B (Minor Jitter) - slight geometric jitter,0.1037,0.2049,0.0259,0.0446,1.0,complete,,direct,93,0,0.0,93,0.2372,B (Minor Jitter) - slight geometric jitter,0.3423,0.2446,0.0121,0.2019,1.0,complete,,direct,93,0,0.0,93,0.1493,B (Minor Jitter) - slight geometric jitter,0.1502,0.2072,0.0315,0.2697,1.0,complete,,direct,93,0,0.0,93,0.2312,B (Minor Jitter) - slight geometric jitter,0.2332,0.3384,0.0128,0.8142,1.0,complete,,direct,93,0,0.0,93,0.1697,B (Minor Jitter) - slight geometric jitter,0.091,0.3171,0.032,0.9998,1.0,complete,,direct,93,0,0.0,93,0.1902,B (Minor Jitter) - slight geometric jitter,0.1248,0.3311,0.0389,0.415,1.0,337.7056349609629,1.5227113150176592,1.0523805340053514,4.180165682977531,4.1964620929793455,5754609152,356.8551920320024
COSMOS2.5,0030.mp4,a6edd56d0d33e9b1ab6f35e38e1af82c4158a431b979f9f0b1e4b299776f7938,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1255,B (Minor Jitter) - slight geometric jitter,0.0664,0.2365,0.0221,0.0615,1.0,complete,,direct,93,0,0.0,93,0.3033,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3512,0.3998,0.0143,0.2688,1.0,complete,,direct,93,0,0.0,93,0.2143,B (Minor Jitter) - slight geometric jitter,0.151,0.3569,0.0557,0.3721,1.0,complete,,direct,93,0,0.0,93,0.3529,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5041,0.3559,0.0444,0.3421,1.0,complete,,direct,93,0,0.0,93,0.3277,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4886,0.2995,0.0622,0.8705,1.0,complete,,direct,93,0,0.0,93,0.1169,B (Minor Jitter) - slight geometric jitter,0.0476,0.2087,0.0717,0.785,1.0,370.6956686290214,1.5884034690097906,0.9195115440525115,3.5664316060137935,3.5821794780204073,5754609152,383.82863960403483
COSMOS2.5,0031.mp4,0c5c3928c2150c498da170c42e97f0c9e37450e9c3742f2acce0f0676f375b14,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1375,B (Minor Jitter) - slight geometric jitter,0.0841,0.2392,0.0409,0.1172,1.0,complete,,direct,93,0,0.0,93,0.3009,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3963,0.3371,0.0379,0.2847,1.0,complete,,direct,93,0,0.0,93,0.2598,B (Minor Jitter) - slight geometric jitter,0.3124,0.334,0.0063,0.0,1.0,complete,,direct,93,0,0.0,93,0.3395,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3909,0.4452,0.0252,0.5795,1.0,complete,,direct,93,0,0.0,93,0.3152,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4049,0.3721,0.0219,0.0,1.0,complete,,direct,93,0,0.0,93,0.2201,B (Minor Jitter) - slight geometric jitter,0.2262,0.3068,0.0346,0.5987,1.0,344.5401903919992,1.6002240730449557,0.9925833310117014,10.033669770986307,10.072353061987087,5754609152,366.39347231801366
COSMOS2.5,0032.mp4,714caeab275316351b368c43a8f8e5b2243f24a7d5d8a225df7ec6c65d999a83,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1089,B (Minor Jitter) - slight geometric jitter,0.0541,0.2099,0.0166,0.1277,1.0,complete,,direct,93,0,0.0,93,0.2971,B (Minor Jitter) - slight geometric jitter,0.3562,0.3741,0.0247,0.3429,1.0,failed,only 70/93 frames have valid target depths; need at least 75,unavailable,70,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.27,B (Minor Jitter) - slight geometric jitter,0.2095,0.4531,0.025,0.9716,1.0,complete,,direct,93,0,0.0,93,0.1401,B (Minor Jitter) - slight geometric jitter,0.1076,0.2268,0.0319,0.8234,1.0,complete,,direct,93,0,0.0,93,0.126,B (Minor Jitter) - slight geometric jitter,0.0804,0.2041,0.0611,0.5465,1.0,370.01204860396683,1.5228104679845273,0.8690353160491213,3.552026070014108,3.5687411469989456,5754609152,382.33257185301045
COSMOS2.5,0033.mp4,6235284e668965609f472fdfe6181675aab2b340de2449c30dfa2101c0887c64,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1922,B (Minor Jitter) - slight geometric jitter,0.0395,0.4279,0.0263,0.1998,1.0,complete,,direct,93,0,0.0,93,0.2669,B (Minor Jitter) - slight geometric jitter,0.4135,0.2412,0.025,0.4157,1.0,failed,only 6/93 frames have valid target depths; need at least 75,unavailable,6,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.2957,B (Minor Jitter) - slight geometric jitter,0.4002,0.3315,0.015,0.4747,1.0,complete,,direct,93,0,0.0,93,0.2679,B (Minor Jitter) - slight geometric jitter,0.1823,0.4581,0.0591,0.4991,1.0,complete,,direct,93,0,0.0,93,0.2176,B (Minor Jitter) - slight geometric jitter,0.113,0.3912,0.0796,0.0,1.0,424.1442131549702,1.809511435974855,0.9620697890059091,2.081915154005401,2.0991788000101224,5754609152,436.3871347060194
COSMOS2.5,0034.mp4,c2ebfade8de17a49923d55df15494573ac79b5599139b49ef05cfe2dd898b385,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1613,B (Minor Jitter) - slight geometric jitter,0.0498,0.3377,0.0318,0.19,1.0,complete,,direct,93,0,0.0,93,0.3163,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4182,0.3597,0.0257,0.3943,1.0,complete,,direct,93,0,0.0,93,0.3021,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4328,0.3112,0.0223,0.5569,1.0,complete,,direct,93,0,0.0,93,0.3472,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3754,0.4847,0.0157,0.5537,1.0,complete,,direct,93,0,0.0,93,0.3331,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2334,0.5852,0.0281,0.0,1.0,complete,,direct,93,0,0.0,93,0.2298,B (Minor Jitter) - slight geometric jitter,0.1053,0.4427,0.0529,0.0,1.0,358.1420945400023,1.6317817940143868,1.1954580640303902,2.707722289953381,2.7242073459201492,5754609152,370.8587588109658
COSMOS2.5,0035.mp4,37c1adc4a14495cacdc626186ffc2706b356eb2bd93c5e11efb28ec242f3cbac,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.0986,A (Physical Realism) - physically consistent and tight,0.0486,0.1868,0.0224,0.0788,1.0,complete,,direct,93,0,0.0,93,0.3195,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5178,0.2705,0.0211,0.2646,1.0,complete,,direct,93,0,0.0,93,0.1643,B (Minor Jitter) - slight geometric jitter,0.177,0.2132,0.0412,0.3562,1.0,complete,,direct,93,0,0.0,93,0.2036,B (Minor Jitter) - slight geometric jitter,0.1038,0.3975,0.0155,0.7916,1.0,complete,,direct,93,0,0.0,93,0.1513,B (Minor Jitter) - slight geometric jitter,0.0678,0.2998,0.0214,0.6936,1.0,complete,,direct,93,0,0.0,93,0.1677,B (Minor Jitter) - slight geometric jitter,0.0918,0.3091,0.0369,0.9641,1.0,377.53320401598467,1.5398947260109708,1.071930281992536,1.9769299880135804,1.9933524470543489,5754609152,392.40222169301705
COSMOS2.5,0036.mp4,ffadd927a3b079b7b529e34bd55c728c71e44f83a87a98c4d3c4d5d4b01f30fe,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1648,B (Minor Jitter) - slight geometric jitter,0.0572,0.342,0.0256,0.1434,1.0,complete,,direct,93,0,0.0,93,0.2175,B (Minor Jitter) - slight geometric jitter,0.2439,0.2936,0.0124,0.3116,1.0,failed,only 2/93 frames have valid target depths; need at least 75,unavailable,2,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.2535,B (Minor Jitter) - slight geometric jitter,0.241,0.3848,0.016,0.6918,1.0,complete,,direct,93,0,0.0,93,0.2658,B (Minor Jitter) - slight geometric jitter,0.1865,0.4113,0.1336,0.0667,1.0,complete,,direct,93,0,0.0,93,0.5437,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4705,0.3888,1.0,0.0016,1.0,362.933926165977,1.573236218013335,0.907455901033245,2.6906831189990044,2.7074293549521826,5754609152,375.2966430140077
COSMOS2.5,0037.mp4,9b51f26d5536b637dcc82214987dc855be9ce848f97c90909deb46089465f2a6,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.0881,A (Physical Realism) - physically consistent and tight,0.0407,0.166,0.0273,0.1694,1.0,complete,,direct,93,0,0.0,93,0.2633,B (Minor Jitter) - slight geometric jitter,0.4112,0.2359,0.0223,0.3753,1.0,complete,,direct,93,0,0.0,93,0.4835,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7074,0.4924,0.018,0.9842,1.0,complete,,direct,93,0,0.0,93,0.1717,B (Minor Jitter) - slight geometric jitter,0.0981,0.3265,0.0092,0.6788,1.0,complete,,direct,93,0,0.0,93,0.2704,B (Minor Jitter) - slight geometric jitter,0.3359,0.2434,0.1934,0.9775,1.0,complete,,direct,93,0,0.0,93,0.1374,B (Minor Jitter) - slight geometric jitter,0.1189,0.2083,0.0324,0.9568,1.0,378.78248931799317,1.5830100729945116,0.9542095569777302,3.400967066991143,3.4169606269570068,5754609152,392.0828777300194
COSMOS2.5,0038.mp4,35d935ed03d87f6cd3befbcf014524353023b167a3a33ec55e76a6aed32f81dc,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1243,B (Minor Jitter) - slight geometric jitter,0.0579,0.2371,0.0316,0.1486,1.0,complete,,direct,93,0,0.0,93,0.3458,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.591,0.2588,0.0293,0.3708,1.0,complete,,direct,93,0,0.0,93,0.1651,B (Minor Jitter) - slight geometric jitter,0.1633,0.2281,0.0427,0.4312,1.0,complete,,direct,93,0,0.0,93,0.2166,B (Minor Jitter) - slight geometric jitter,0.212,0.3241,0.0109,0.6441,1.0,complete,,direct,93,0,0.0,93,0.1678,B (Minor Jitter) - slight geometric jitter,0.0179,0.3194,0.1643,0.6403,1.0,complete,,direct,93,0,0.0,93,0.1617,B (Minor Jitter) - slight geometric jitter,0.1289,0.2367,0.0772,0.6421,1.0,353.3759164339863,1.5558388759964146,0.8900061849853955,2.6840983009897172,2.6995616409694776,5754609152,365.4742458750261
COSMOS2.5,0039.mp4,7b228facb1c1c1fc60224630ae5c0daa539a7593a1b2ccd0618eaeae82d0608c,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1568,B (Minor Jitter) - slight geometric jitter,0.111,0.2636,0.0347,0.0928,1.0,complete,,direct,93,0,0.0,93,0.2634,B (Minor Jitter) - slight geometric jitter,0.4584,0.1843,0.0315,0.2598,1.0,complete,,direct,93,0,0.0,93,0.2219,B (Minor Jitter) - slight geometric jitter,0.2081,0.3237,0.0458,0.1309,1.0,complete,,direct,93,0,0.0,93,0.2538,B (Minor Jitter) - slight geometric jitter,0.1781,0.45,0.0127,0.0,1.0,complete,,direct,93,0,0.0,93,0.3842,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3729,0.5698,0.0352,0.0,1.0,complete,,direct,93,0,0.0,93,0.2679,B (Minor Jitter) - slight geometric jitter,0.14,0.5012,0.0573,0.9841,1.0,381.4325291439891,1.6492890610243194,0.9136947370134294,2.0347237910027616,2.0502654390293173,5754609152,393.7026228729519
COSMOS2.5,0040.mp4,7b682573602bf246ba3ceeb1e2022a4f2ff5b3598a0d03f3a0cb20c801554104,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1517,B (Minor Jitter) - slight geometric jitter,0.0755,0.2918,0.0238,0.122,1.0,complete,,direct,93,0,0.0,93,0.1821,B (Minor Jitter) - slight geometric jitter,0.1515,0.2953,0.0167,0.3714,1.0,complete,,direct,93,0,0.0,93,0.364,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5211,0.378,0.0218,0.4897,1.0,complete,,direct,93,0,0.0,93,0.3696,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4412,0.466,0.0337,0.21,1.0,complete,,direct,93,0,0.0,93,0.2986,B (Minor Jitter) - slight geometric jitter,0.4032,0.3093,0.0682,0.4705,1.0,complete,,direct,93,0,0.0,93,0.1511,B (Minor Jitter) - slight geometric jitter,0.1084,0.2386,0.0617,0.8566,1.0,361.44723526301095,1.6507086479687132,0.8730902539682575,2.697821063979063,2.713890496001113,5754609152,373.90499482199084
COSMOS2.5,0041.mp4,5903be8fc09a60d274b0af8e043e51c93e87fb8f59104a2194a1e1c32d41b348,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.174,B (Minor Jitter) - slight geometric jitter,0.0973,0.3324,0.0109,0.0702,1.0,complete,,direct,93,0,0.0,93,0.2365,B (Minor Jitter) - slight geometric jitter,0.3172,0.2591,0.0301,0.2479,1.0,complete,,direct,93,0,0.0,93,0.207,B (Minor Jitter) - slight geometric jitter,0.2769,0.2396,0.0022,0.7225,1.0,complete,,direct,93,0,0.0,93,0.2851,B (Minor Jitter) - slight geometric jitter,0.3872,0.3191,0.013,0.6388,1.0,complete,,direct,93,0,0.0,93,0.228,B (Minor Jitter) - slight geometric jitter,0.0428,0.501,0.0524,0.6592,1.0,complete,,direct,93,0,0.0,93,0.2637,B (Minor Jitter) - slight geometric jitter,0.2374,0.3821,0.0796,0.7039,1.0,377.4255111350212,1.556945821037516,0.9663665390107781,3.1080658410210162,3.1246088800253347,5754609152,390.1841502279858
COSMOS2.5,0042.mp4,7e6b8182e785a607212fa806c42a39525a4f6c46acdaf9d8b3d5d4f37faa1f94,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1101,B (Minor Jitter) - slight geometric jitter,0.0593,0.2051,0.0216,0.1039,1.0,complete,,direct,93,0,0.0,93,0.2493,B (Minor Jitter) - slight geometric jitter,0.3438,0.2721,0.0148,0.2764,1.0,complete,,direct,93,0,0.0,93,0.2703,B (Minor Jitter) - slight geometric jitter,0.1827,0.454,0.0781,0.7225,1.0,complete,,direct,93,0,0.0,93,0.2488,B (Minor Jitter) - slight geometric jitter,0.2178,0.3954,0.0173,0.9214,1.0,complete,,direct,93,0,0.0,93,0.1233,B (Minor Jitter) - slight geometric jitter,0.0782,0.2147,0.031,0.726,1.0,complete,,direct,93,0,0.0,93,0.1082,B (Minor Jitter) - slight geometric jitter,0.0793,0.1641,0.0541,0.7123,1.0,362.6732999670203,1.6583714009611867,0.902238740993198,2.732843170000706,2.7484485399909317,5754609152,375.1025660270243
COSMOS2.5,0043.mp4,5ed59a6a98c3faa0afef0e5a2b17498eaa651264c035e8ab11bd4d0094871d4c,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1895,B (Minor Jitter) - slight geometric jitter,0.0416,0.4131,0.0382,0.0786,1.0,complete,,direct,93,0,0.0,93,0.3142,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3969,0.3803,0.0168,0.3512,1.0,complete,,direct,93,0,0.0,93,0.6588,F (Geometric Failure) - geometric coherence breaks down,1.1436,0.4287,0.1493,0.4628,1.0,complete,,direct,93,0,0.0,93,0.3452,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4166,0.4384,0.0161,0.4955,1.0,complete,,direct,93,0,0.0,93,0.2749,B (Minor Jitter) - slight geometric jitter,0.161,0.4949,0.0627,0.4484,1.0,complete,,direct,93,0,0.0,93,0.208,B (Minor Jitter) - slight geometric jitter,0.0774,0.4152,0.0547,0.0,1.0,392.28557642304804,1.6356633710092865,1.0138440319569781,3.4192762179882266,3.440824700985104,5754609152,405.37773529597325
COSMOS2.5,0044.mp4,f5a9dc726a1a0de658859d18a57323d1456d58a8a2056e46abbe6743b43149df,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.109,B (Minor Jitter) - slight geometric jitter,0.0701,0.1812,0.0423,0.1184,1.0,complete,,direct,93,0,0.0,93,0.2837,B (Minor Jitter) - slight geometric jitter,0.4936,0.2046,0.0223,0.3877,1.0,complete,,direct,93,0,0.0,93,0.1639,B (Minor Jitter) - slight geometric jitter,0.1705,0.2014,0.0757,0.5084,1.0,complete,,direct,93,0,0.0,93,0.2207,B (Minor Jitter) - slight geometric jitter,0.1113,0.4344,0.012,0.7032,1.0,complete,,direct,93,0,0.0,93,0.1939,B (Minor Jitter) - slight geometric jitter,0.1462,0.3308,0.0155,0.663,1.0,complete,,direct,93,0,0.0,93,0.1867,B (Minor Jitter) - slight geometric jitter,0.1678,0.2799,0.0383,0.5853,1.0,372.998839204025,1.5705767479958013,0.9264053300139494,2.716817512991838,2.733329272014089,5754609152,385.1402605070034
COSMOS2.5,0045.mp4,29bdd3424dce42e0a534bf59a53e153ce35de9fe556186d6a571394ccc3ba42c,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.2004,B (Minor Jitter) - slight geometric jitter,0.1878,0.2973,0.0316,0.1539,1.0,complete,,direct,93,0,0.0,93,0.357,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4659,0.4205,0.0124,0.3759,1.0,complete,,interpolation_fallback,83,10,0.10752688172043011,93,2.3266,F (Geometric Failure) - geometric coherence breaks down,5.4014,0.3917,0.0468,0.4763,0.8924731182795699,complete,,direct,93,0,0.0,93,0.2802,B (Minor Jitter) - slight geometric jitter,0.251,0.4347,0.0299,0.7135,1.0,complete,,direct,93,0,0.0,93,0.3174,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2895,0.4249,0.1583,0.3303,1.0,complete,,direct,93,0,0.0,93,0.2057,B (Minor Jitter) - slight geometric jitter,0.1176,0.3702,0.0527,0.0405,1.0,384.0244541299762,1.558902773016598,0.9505571100162342,3.0601054720464163,3.0763398980489,5754609152,403.9939933880232
COSMOS2.5,0046.mp4,584bcfe6cb6069f1740ed6558f690bb238eec0dd0cdf4b8f62cc13b14cd4d8ce,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1393,B (Minor Jitter) - slight geometric jitter,0.0505,0.2766,0.0421,0.1181,1.0,complete,,direct,93,0,0.0,93,0.4025,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.417,0.5687,0.0408,0.3386,1.0,failed,only 69/93 frames have valid target depths; need at least 75,unavailable,69,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.3457,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3176,0.5386,0.0159,0.6818,1.0,complete,,direct,93,0,0.0,93,0.286,B (Minor Jitter) - slight geometric jitter,0.1797,0.4845,0.1016,0.0,1.0,complete,,direct,93,0,0.0,93,0.2315,B (Minor Jitter) - slight geometric jitter,0.0727,0.481,0.0502,0.6976,1.0,367.8049329780042,1.7343070880160667,1.0781003510346636,2.7075376579887234,2.7258035370032303,5754609152,380.3301093930495
